title,review,score,mall,date,reviewer,product_name
최고예요,색상고민하다가 고민했는데 만족합니다~,100점,11번가,2020.03.21.,so****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
직구치고는 빨리 도착해서 놀랐?,직구치고는 빨리 도착해서 놀랐구요.,100점,SSG.COM,2018.01.18.,pa****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은 가격에 구매해서 선물했어?,좋은 가격에 구매해서 선물했어요,100점,SSG.COM,2017.12.07.,pi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
커피포트 구매후 머신구매합니더,커피포트 구매후 머신구매합니더,100점,SSG.COM,2018.04.16.,ki****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무나 예뻐요,너무나 예쁘고 성능도 좋습니다,100점,옥션,2019.01.08.,ki****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
싸게 잘샀어요,선물할거라 뜯지 않았는데 빨리 왔어요,100점,인터파크,2019.08.06.,ch****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋습니다.,커피맛 아주 좋 습니다,100점,G마켓,2020.02.04.,ah****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘 받았습니다 디자인 깔끔하고 좋네요,잘 받았습니다 디자인 깔끔하고 좋네요,100점,롯데홈쇼핑,2020.03.30.,ka****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송도 빠르고 좋네요^^,꼼꼼하게 잘 포장되어 배달이 왔습니다.,100점,옥션,2016.03.23.,et****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
가격은 비싸지만 물건은 좋아요,가격은 비싸지만 물건은 좋아요,80점,SSG.COM,2017.03.15.,72****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은가격에잘샀네요. 만족합니다,좋은가격에잘샀네요. 만족합니다,80점,SSG.COM,2017.08.25.,gw****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
친구 집들이 선물로 샀어요!,친구 집들이 선물로 샀어요!,80점,SSG.COM,2017.08.29.,cw****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무예뻐요 결혼선물로 샀는데 ?,너무예뻐요 결혼선물로 샀는데 좋대요,100점,SSG.COM,2018.10.08.,hy****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
말해뭐해어서사세요,배송도 빠르고 보기에도 이쁘다요?,100점,인터파크,2019.04.16.,mi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
베이지색 드롱기 아주 예뻐요,베이지색 드롱기 아주 예뻐요,100점,SSG.COM,2019.07.11.,jo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은 제품 저렴하게 잘 구입 했어요,좋은 제품 저렴하게 잘 구입 했어요,100점,옥션,2019.08.01.,yb****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
결혼선물했어요.,14일에 주문하고 23일에 받았네요.,100점,G마켓,2016.03.24.,ji****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요,선물했는데 받은분이 넘 좋아하세요,80점,11번가,2017.03.17.,me****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
저렴한 가격에 잘 구입했어요,저렴한 가격에 잘 구입했어요,80점,SSG.COM,2017.06.09.,dl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
해외직구지만 빠른배송에 감사드,해외직구지만 빠른배송에 감사드립니다.,80점,SSG.COM,2017.07.22.,cy****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
직구 빠른 배송에 잘 도착했어요,직구 빠른 배송에 잘 도착했어요,100점,SSG.COM,2018.01.11.,ju****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
친구집들이 선물로 딱입니다,친구집들이 선물로 딱입니다,80점,SSG.COM,2017.10.09.,ji****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
드롱기커피머신,배송도 비교적 빠르고 아주좋아요,100점,인터파크,2019.09.26.,hy****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무 마음에 들어요! 추천합니다.,너무 마음에 들어요! 추천합니다.,100점,현대Hmall,2020.01.28.,lb****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
드롱기아이코나빈티지좋아요,드롱기아이코나빈티지좋아요,80점,SSG.COM,2017.05.21.,dl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은 가격에 잘 구...,좋은 가격에 잘 구매했습니다.,100점,현대Hmall,2017.11.29.,****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
직구로 저렴하게 구입했어요,직구로 저렴하게 구입했어요,100점,SSG.COM,2018.11.26.,dd****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘 받았어요,"잘 작동되고, 문제 없습니다^^",100점,옥션,2019.02.10.,me****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송 무지빠르네요 제품도 좋고,배송 무지빠르네요 제품도 좋고,100점,SSG.COM,2019.11.04.,an****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
신혼집에 결혼선물로 보냈어요^^,신혼집에 결혼선물로 보냈어요^^,100점,SSG.COM,2020.01.17.,fu****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은 상품입니다 구매 추천합니,좋은 상품입니다 구매 추천합니다,100점,SSG.COM,2020.04.08.,ch****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
망설이다 구매했는데 잘한거 같?,망설이다 구매했는데 잘한거 같아요,80점,SSG.COM,2017.06.26.,su****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
직구하면서 조금 걱정했었는데,직구하면서 조금 걱정했었는데,80점,SSG.COM,2017.09.15.,so****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
젛아요,아우돠다저젖지ㅣ자자주줒ㅉㅇㄹㅎㅎㅍ,100점,G마켓,2018.04.23.,ja****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
저렴한 가격에 구매,하늘색 구매했는데 만족합니다.,100점,G마켓,2018.07.27.,sa****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
선물인데,만족해 하네요. 잘 쓰겠답니다,100점,옥션,2018.11.08.,sl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요,배송도 빨랐고 작동도 잘되네요,100점,인터파크,2019.04.14.,su****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
기다렸던 상품인데 만족합니다.,기다렸던 상품인데 만족합니다.,100점,옥션,2020.03.24.,ky****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
리뷰,만족하고 좋습니다. 감사합니다,100점,인터파크,2021.08.05.,ak****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
예쁘고 저렴하게 구입했는데,예쁘고 저렴하게 구입했는데,80점,SSG.COM,2017.03.07.,sa****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
제품 배송 모두 만족합니다.,제품 배송 모두 만족합니다.,80점,SSG.COM,2017.03.15.,js****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
결혼 선물로 구매하였습니다,결혼 선물로 구매하였습니다,80점,SSG.COM,2017.11.06.,id****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송도 빠르고 좋아요 ㅋㅋ,배송도 빠르고 좋아요 ㅋㅋ,100점,SSG.COM,2017.12.22.,w5****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
드롱기 완전@@@!!,드롱기 완전@@@!!,100점,SSG.COM,2018.02.11.,yh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
정말좋아요~맛있고 사용도편하고,정말좋아요~맛있고 사용도편하고,100점,SSG.COM,2018.11.24.,se****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
만족해요~ 양품으로 잘왓어요,만족해요~ 양품으로 잘왓어요,100점,SSG.COM,2019.02.14.,kk****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은 좀 느렸지만 예쁘네요!,배송은 좀 느렸지만 예쁘네요!,80점,옥션,2022.01.21.,gg****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
사용법을 잘 모르겠어요,사용법을 잘 모르겠어요,80점,SSG.COM,2017.03.01.,27****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
굿,빈티지한 느낌이 멋스럽습니다.,100점,옥션,2017.08.22.,ko****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
최고예요,예쁘게 잘 쓸 수 있겠어요.,100점,11번가,2018.02.19.,bi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
역시이쁘네요. 좋아요 !!!!,역시이쁘네요. 좋아요 !!!!,100점,SSG.COM,2019.12.11.,ds****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무마음에듭니다.적극추천합니다.,배송은 느렸는데 만족해요,100점,11번가,2016.04.26.,ja****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무마음에듭니다.적극추천합니다.,저렴하게 구입한것 같아요,100점,11번가,2016.05.15.,wh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
저렴하게 잘샀어요 좋아요,저렴하게 잘샀어요 좋아요,80점,SSG.COM,2017.03.13.,ba****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘 샀어요,감사합니다 포장은 별로에요~,100점,인터파크,2018.05.20.,he****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무 예쁘네요.,디자인이 우선 갑이네요.,100점,인터파크,2018.05.24.,nf****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
빠른 배송 갑사합니다.!!!,빠른 배송 갑사합니다.!!!,100점,SSG.COM,2020.03.05.,kh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
커피드립하기 불편했는데,커피드립하기 불편했는데,80점,SSG.COM,2017.04.25.,yo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
매우매우 만족합니다 !,매우매우 만족합니다 !,100점,SSG.COM,2017.12.20.,n3****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송도 빠르고 좋아요,배송도 빠르고 좋아요,100점,SSG.COM,2018.08.19.,su****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
아주 좋아요 선물헌건데,아주 좋아요 선물헌건데,100점,SSG.COM,2019.07.22.,ea****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
역시 디자인이 좋네요.,역시 디자인이 좋네요.,100점,SSG.COM,2018.01.02.,nj****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
선물했는데 좋아하네요,선물했는데 좋아하네요,100점,SSG.COM,2018.01.15.,lo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
가성비가 좋습니다,가성비가 좋습니다,100점,SSG.COM,2017.12.14.,do****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
상품구매후기,디자인 넘 이뻐요...,80점,G마켓,2018.10.28.,ih****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
그냥 만족합니다..,그냥 만족합니다..,80점,SSG.COM,2017.08.19.,sa****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았습니다 감하합니다,잘받았습니다 감하합니다,100점,SSG.COM,2018.06.04.,wh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
디자인 너무 예뻐요~,디자인 너무 예뻐요~,100점,SSG.COM,2019.05.08.,si****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
제일저렴하게샀으용,제일저렴하게샀으용,80점,SSG.COM,2017.02.23.,gu****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
진짜 이쁘고 좋으네용,진짜 이쁘고 좋으네용,80점,SSG.COM,2017.03.08.,sr****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
선물용으로구매했어요,선물용으로구매했어요,100점,SSG.COM,2019.02.13.,ma****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무마음에듭니다.적극추천합니다.,선물용으로 샀어요,100점,11번가,2017.02.01.,ra****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
뭐 그냥 그렇네요~,뭐 그냥 그렇네요~,80점,SSG.COM,2017.02.14.,mw****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
칭찬? 아주 칭찬해,칭찬? 아주 칭찬해,80점,SSG.COM,2017.02.16.,se****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
넘 이쁘고 좋아용!,넘 이쁘고 좋아용!,80점,SSG.COM,2017.10.26.,ji****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
이쁘고 좋아요 ㅋㅋ,이쁘고 좋아요 ㅋㅋ,80점,SSG.COM,2017.11.21.,lo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은 보통이고,배송은 보통이고,80점,옥션,2020.02.08.,ga****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
구우루우수우루우굿,좋습니다잘받아써효오,100점,인터파크,2020.08.19.,ek****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
설연휴 시작에,설연휴 시작에,80점,SSG.COM,2017.02.06.,da****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
대체로만족,대체로만족,100점,옥션,2020.02.06.,kb****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
설날이라 많이 늦기는 했지만..,설날 전날에 주문해서 많이 늦기는 했지만 설날을 빼고 생각하면 해외배송치고 꽤 괜찮은 배송이었습니다.받아보니 너무 이쁜 자태에 감탄을...♥♥작동 해보니 잘 되는 군요..ㅎㅎㅎ시럽이나 우유사서 라떼나 카푸치노도 많이 해먹을것 같습니다.드롱기 아이코나 빈티지 eco311 좋네용ㅎㅎ다음에도 괜찮은 딜 가져오셨으면..ㅎㅎ좋은 물건 감사합니다!,80점,인터파크,2016.02.16.,kh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요!마음에들어요~,ㅋㅋㅋ,80점,11번가,2016.03.08.,ya****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무마음에듭니다.적극추천합니다.,너무이뻐요 꺅,100점,11번가,2016.04.20.,so****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
나쁘지않아요.,너무 편리하고 좋습니다 ^^ 너무 편리하고 좋습니다 ^^ 너무 편리하고 좋습니다 ^^ 너무 편리하고 좋습니다 ^^ 너무 편리하고 좋습니다 ^^ 너무 편리하고 좋습니다 ^^,60점,11번가,2016.04.25.,sk****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
선물했어요,집들이 선물로 했는데 너무 좋아하네요,100점,옥션,2016.09.05.,bt****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
만족합니다,가격만족도/성능/사용편의성 등 : 상태/배송 : 그 외 도움이 될 만한 사용후기 : 생각보다 금방 왔구요. 오자마자 세척하고 한 잔 뽑았는데 맛있네요. 직구로 훨씬 싸게 사서 기분 좋습니다~옥션 안드로이드 앱으로 작성,100점,옥션,2016.09.14.,mi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
처음으로 커피를 만들어먹었는데 기대치이하,커피를 너무진하게 내렸는지 너무 써서 옛날에 담배피우던시절이 생각이나서 몇모금못하고 안마셨네요 혹시 잘못해서그런건지 는 모르겠는데요 더방법을 찾아봐야겠어요,100점,옥션,2016.11.01.,ho****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
빨리 도착했습니다.,받아보고 처음 사용했는데 너무 좋습니다.^^,100점,옥션,2017.01.06.,ho****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무마음에듭니다.적극추천합니다.,너무이뻐용♡잘쓸께요,100점,11번가,2017.01.31.,kk****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은 좀 걸린듯 제품은 하자 ?,배송은 좀 걸린듯 제품은 하자 없이 잘됩니다.,80점,SSG.COM,2017.03.06.,ac****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
최고예요,좋네요,100점,11번가,2017.05.21.,ke****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
보통이에요,좋아여,60점,11번가,2017.06.08.,ha****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은조금느려도 좋습니다.,배송은조금느려도 좋습니다.,80점,SSG.COM,2017.07.24.,du****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았습니다................,잘받았습니다................,80점,SSG.COM,2017.07.27.,br****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요 좋아요 좋아요,좋아요 좋아요 좋아요,100점,SSG.COM,2018.01.04.,su****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요 좋아요 좋아요,좋아요 좋아요 좋아요,80점,SSG.COM,2017.08.01.,ab****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
항상 주문해요 정말 좋아요,항상 주문해요 정말 좋아요,80점,SSG.COM,2017.08.09.,gg****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
너무합니다,너무합니다,80점,SSG.COM,2017.08.30.,ta****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았습니다. 감사합니다,잘받았습니다. 감사합니다,80점,SSG.COM,2017.09.13.,88****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
빠른배송 감사엌ㅋㅋ,빠른배송 감사엌ㅋㅋ,80점,SSG.COM,2017.09.21.,eu****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
..............................,............................................,80점,SSG.COM,2017.09.26.,bi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
아주 잘 사용하고 있어요^^,아주 잘 사용하고 있어요^^,80점,SSG.COM,2017.09.28.,rs****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
믿을 수 있는 사이트에서 괜찮은,믿을 수 있는 사이트에서 괜찮은 가격으로 산 것 같아 좋아요~!,80점,SSG.COM,2017.10.21.,al****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
넘 이쁘고 좋아용!,넘 이쁘고 좋아용!,80점,SSG.COM,2017.10.26.,ji****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
질받았습니다 아직 써보지 않았?,질받았습니다 아직 써보지 않았지만 좋을것을 기대합니다,80점,SSG.COM,2017.11.13.,dy****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요 좋아요잘 받았습니당,좋아요 좋아요잘 받았습니당,80점,SSG.COM,2017.11.22.,jm****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
싸게 잘샀네용 ㅎㅎㅎㅎ,싸게 잘샀네용 ㅎㅎㅎㅎ,100점,SSG.COM,2017.11.30.,je****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
왜ㅣㅏㅛㅇㄴ튜ㅜㅟㅣㅐ,왜ㅣㅏㅛㅇㄴ튜ㅜㅟㅣㅐ,100점,SSG.COM,2017.12.04.,so****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은 10일 정도 걸렸지만 잘 ?,배송은 10일 정도 걸렸지만 잘 도착했습니다.,100점,SSG.COM,2017.12.12.,su****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
일주일만에 왔어요 ! :),일주일만에 왔어요 ! :),100점,SSG.COM,2017.12.15.,s1****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
믿을 수 있는 곳에서 사서 더 좋,믿을 수 있는 곳에서 사서 더 좋아요,100점,SSG.COM,2017.12.26.,da****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
very good,"fast delivery, fantastic. thank you",100점,G마켓,2018.02.02.,sa****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받앗어요,잘받앗어요,100점,SSG.COM,2018.02.21.,ji****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았어요,아직 사용 전이긴 하지만 잘쓰겠습니다,100점,옥션,2018.02.27.,li****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
행사진행으로 좋은 가격에 구매?,행사진행으로 좋은 가격에 구매했어요. 감사합니다.,100점,SSG.COM,2018.03.04.,bl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
예쁩니다예쁩니다,예쁩니다예쁩니다예쁩니다예쁩니다,100점,G마켓,2018.04.08.,ds****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
생각보다,생각보다 배송빨라요.템퍼는 꼭 따로 사세요!!,80점,G마켓,2018.04.20.,bd****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘쓸게요.,3온스샷잔 600픽쳐 50탬퍼 고움될까 해서요.,80점,G마켓,2018.05.02.,wu****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
커피머신,늘 눈여겨보던 상품 드뎌구매했네요.좋아요.,80점,G마켓,2018.05.06.,cr****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
커피머신,예뻐요~잘 ~쓰겠습니다 ~~,100점,G마켓,2018.05.09.,jk****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋으네요^잘쓰겠습니다^^,좋으네요^잘쓰겠습니다^^,100점,G마켓,2018.05.21.,tj****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,100점,SSG.COM,2018.05.26.,hw****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송도 생각보다 빨라요,배송도 생각보다 빨라요,100점,SSG.COM,2018.06.04.,km****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
이쁘네요,아주아주 이뻐요!!,100점,G마켓,2018.06.04.,ar****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요,배송은 늦었지만 이뻐요.,100점,인터파크,2018.06.13.,gr****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
ssg에서 제일 저?하게 구매했어?,ssg에서 제일 저?하게 구매했어요.,100점,SSG.COM,2018.06.25.,ka****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
머뭇거림은 배송만 늦출뿐 ㅎㅎㅎ,드롱기 3세트 중에 커피머신으로 시작했네요! 머뭇거림은 배송만 늦출뿐입니다 ㅠㅠ 너무 이뻐요! 뽁뽁이 하나 없이 왔지만 빈틈없는 스티로폼으로 어느곳 하나 손상되지 않고 왔습니다!! 많이 파세요 :),100점,옥션,2018.06.25.,ye****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
예뻐요 색상도 그대로에요:),예뻐요 색상도 그대로에요:),100점,SSG.COM,2018.07.01.,he****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아여 ㅎㅎ 싸게 잘 샀어요,좋아여 ㅎㅎ 싸게 잘 샀어요,100점,SSG.COM,2018.07.04.,re****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았어요 잘받았어요,잘받았어요 잘받았어요,100점,G마켓,2018.08.17.,pu****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
드뎌 구잎,배송이 쫌 걸리네요.,100점,G마켓,2018.08.19.,im****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았습니다 좋아요,잘받았습니다 좋아요,100점,SSG.COM,2018.08.31.,ps****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
마음에들어요마음에들어요,마음에들어요마음에들어요,100점,G마켓,2018.08.16.,rl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
추석연휴가 껴서 오래걸릴줄 알?,추석연휴가 껴서 오래걸릴줄 알았는데 5일만에 받았어요~ 표장도 잘되어서 오고 좋네요 ㅎㅎ,100점,SSG.COM,2018.09.30.,gl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았어요,잘받았어요,100점,SSG.COM,2018.10.05.,pe****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
완전굳!!!,완전굳!!!,100점,SSG.COM,2018.10.15.,95****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘받았어요 생각햇던것만큼 예뻐,잘받았어요 생각햇던것만큼 예뻐요 감사합니다,100점,SSG.COM,2019.01.21.,du****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
생각보다 빠른 배송에 감사드립?,생각보다 빠른 배송에 감사드립니다!,100점,SSG.COM,2019.02.08.,ye****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
드롱기 선물용으로 구매했습니다~,제품은4일걸ㄹ네요빨린ㅇㅎㄴ것같어요,80점,인터파크,2019.03.17.,DH****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
커피머신,잘받았어요!!ㅋㅋㅋㅋ감사합니다~잘 사용할께요:),100점,G마켓,2019.03.21.,mi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋은가갹에 구매해사 잘 쓰고 있,좋은가갹에 구매해사 잘 쓰고 있습니다,100점,SSG.COM,2019.04.04.,kb****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
선물로 구매했습니다.,잘 받았다고 하네요. 감사합니다.,100점,인터파크,2019.04.09.,AH****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
잘사용하고 있습니다~~~,잘사용하고 있습니다~~~,100점,옥션,2019.05.03.,r*****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
그냥,그냥,80점,SSG.COM,2019.05.08.,ha****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송은 무쟈게오래걸렸지만 아주맘에들어요,배송은 무쟈게오래걸렸지만 아주맘에들어요,80점,롯데백화점,2019.05.12.,ma****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
두번째 구매합니다,두번째 구매합니다 잘쓰겠습니다,100점,옥션,2019.05.19.,ov****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
3월에 구매하고 늦은 후기 남겨?,3월에 구매하고 늦은 후기 남겨요~,100점,SSG.COM,2019.06.04.,hi****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
Good,Goooooooooooood,100점,G마켓,2019.06.25.,98****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요 잘삿어요 감사합니다,좋아요 잘삿어요 감사합니다,100점,옥션,2019.09.17.,ih****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
압력이 확실히 좀,약하긴 한거 같은데 맛은 갠찮아요~~,80점,G마켓,2019.09.24.,kg****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송이 좀 걸렸지만,배송이 좀 걸렸지만,80점,옥션,2019.09.28.,yo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
쒼나요~쒼나~~,쒼나요~쒼나~~,100점,옥션,2019.10.02.,da****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
대박입니다,역시 이뻐요ㅋㅋ 반했습니다,100점,G마켓,2019.10.25.,yo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
기다렸던거라 너무 좋아요,기다렸던거라 너무 좋아요,100점,옥션,2019.10.16.,kl****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
갖고싶었던것~~~~ 넘 좋아요^^,갖고싶었던것~~~~ 넘 좋아요^^,100점,SSG.COM,2019.11.04.,go****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
상품 잘 받았습니다 감사합니당,상품 잘 받았습니다 감사합니당,100점,SSG.COM,2019.12.04.,sh****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
ㆍ,ㆍ,100점,옥션,2019.12.04.,ba****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
넘 잘쓰고있어요 정말 좋아요,넘 잘쓰고있어요 정말 좋아요,100점,SSG.COM,2019.12.30.,yo****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
오래기다렸네요~~. 완전 이뿌고 좋아요,오래기다렸네요~~. 완전 이뿌고 좋아요,100점,롯데홈쇼핑,2020.02.08.,za****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
좋아요,좋아요,100점,옥션,2020.03.22.,t*****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
아주 좋아요. 큰 딸이 사용하던 거랑 같은 제품으로 구...,아주 좋아요. 큰 딸이 사용하던 거랑 같은 제품으로 구매했어요,100점,옥션,2020.03.25.,we****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
배송도 빠르고 복고스러운게 좋아요,배송도 빠르고 복고스러운게 좋아요,100점,GS샵,2021.08.27.,do****,드롱기 아이코나 빈티지 ECOV311 (해외구매)
